Id,Artist,Title,Wks,T10,PK,Pkstreams,Total,ReleaseDate,Popularity,Genre,Unique_Listener
1941,Yung Gravy,Betty (Get Money),14,,73,"9,050,913","112,392,820",6/10/2022,64,"comedy hip hop, hip hop, pop rap, trap",351875
1942,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",14,,36,"11,997,661","112,350,215",4/19/2019,58,"dance, deep house, downtempo, edm, electronica, english, house, tropical house",119674
1943,Kane Brown,Be Like That,19,,86,"6,929,241","112,301,523",7/10/2020,66,"bro-country, contemporary country, country, country pop",4998
1944,Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",8,,14,"20,500,463","112,285,319",6/2/2023,70,"hip hop, trap",440956
1945,Shakira,Soltera,9,,40,"15,830,929","112,216,719",9/25/2024,81,"latin, latin pop, pop, pop rock",112433
1946,Rauw Alejandro,BABY HELLO,11,,51,"13,781,210","112,097,926",6/23/2023,67,"hip hop, latin, latin urban, reggaeton, trap latino",122805
1947,Esau Ortiz,Triple Lavada,10,,64,"12,391,431","8,960,689",3/28/2025,80,"regional mexicano, sierreño, sierreño-banda",24478
1948,Maroon 5,Wait,21,,67,"7,246,334","3,797,718",10/2/2015,81,"2010s, adult contemporary, alternative rock, dance-pop, funk rock, indie rock, late 2000s, music for soccer moms, pop, pop rock, rock",195957
1949,Drake,Back To Back,41,,55,"3,888,413","111,877,007",7/31/2015,66,"rap, love, romatic",364598
1950,SZA,Love Galore,23,,73,"6,402,678","111,770,526",6/9/2017,75,"alternative r&b, american, contemporary r&b, electronic, hip hop soul, neo soul, pop, r&b",125209
1951,Snakehips,Don't Leave,17,,40,"9,379,581","111,727,169",7/3/2012,38,"rap, love, romatic",183104
1952,Nio Garcia,La Jeepeta - Remix,10,,14,"17,051,952","277,803,285",4/24/2020,67,"latin, latin urban, reggaeton, trap latino",89872
1953,FloyyMenor,APAGA EL CEL,10,,66,"13,073,608","111,559,851",8/9/2024,75,"rap, love, romatic",147863
1954,Olivia Rodrigo,get him back!,7,1,6,"30,243,352","111,549,892",9/8/2023,76,"2020s, folk pop, musical, pop, pop punk, pop rock, power pop, singer-songwriter",903772
1955,Ant Saunders,Yellow Hearts,14,,45,"9,630,162","111,542,926",6/18/2019,59,"rap, love, romatic",188297
1956,5 Seconds of Summer,Teeth,15,,46,"9,555,911","111,446,926",8/23/2019,66,"2010s, pop, pop punk, pop rock, power pop, teen pop",719642
1957,Chris Brown,Ayo,41,,23,"6,012,390","111,309,831",1/1/2007,78,"2000s, 2010s, contemporary r&b, dance, electro house, electropop, hip hop, pop, r&b, trap",309773
1958,Nakama,DIA DELÍCIA,11,,90,"11,333,045","111,285,670",4/25/2025,86,"rap, love, romatic",156258
1959,Jeremy Zucker,comethru,21,,111,"6,088,886","111,135,224",9/28/2018,73,"alternative indie, indie pop, pop",391342
1960,One Direction,History,34,,29,"7,159,428","111,125,951",4/9/2012,54,"boy band, dance-pop, folk pop, pop, pop rock, power pop, teen pop",533378
1961,Clave Especial,TU TU TU,10,,47,"14,479,516","110,664,904",9/22/2023,68,"rap, love, romatic",50450
1962,Dhruv,double take,16,,65,"8,463,711","110,422,596",5/24/2019,72,"rap, love, romatic",572623
1963,AC/DC,You Shook Me All Night Long,13,,152,"9,863,584","110,395,840",5/24/1986,66,"blues rock, classic rock, hard & heavy, hard rock, rock, rock and roll",1492895
1964,The Kid LAROI,GO,17,,60,"9,137,903","110,331,211",9/8/2025,82,"emo rap, english, hip hop, pop rap, rap",6700
1965,Manuel Turizo,Esclavo de Tus Besos,17,,73,"7,761,767","110,198,680",8/23/2019,57,"latin, latin pop, latin urban, reggaeton",32231
1966,P!nk,Walk Me Home,16,,55,"8,647,234","110,034,730",7/29/2022,80,"2000s, 2010s, contemporary r&b, dance-pop, electropop, pop, pop rock, rock, singer-songwriter",183764
1967,Aaron Smith,Dancin,21,,101,"6,605,984","109,888,832",11/7/2014,77,"2000s, electro house, future house, house",34802
1968,Hailee Steinfeld,Capital Letters,14,,34,"11,580,726","109,875,183",2/9/2018,71,"dance-pop, electropop, nuno, synthpop",222109
1969,Kendrick Lamar,N95,8,1,3,"37,163,341","109,732,617",5/13/2022,73,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",1195674
1970,Olivia Dean,Man I Need,5,2,5,"26,477,774","140,467,999",8/15/2025,94,"2020s, indie pop, neo soul, pop soul",283724
1971,i-dle,Queencard,12,,101,"10,348,654","109,659,143",5/15/2023,71,"4th gen k-pop, girl crush, girl group, k-pop, pop",145127
1972,Selena Gomez,Rare,9,,12,"23,340,577","109,645,288",1/10/2020,58,"2010s, 2020s, alternative pop, alternative r&b, art pop, brostep, contemporary r&b, dance-pop, electro house, electro-disco, electropop, english, pop, rock, spanish, teen pop",338884
1973,Natanael Cano,Amapola,11,,103,"11,236,755","109,535,601",12/6/2024,23,"corrido tumbado, regional mexicano, trap latino",34015
1974,Harry Nach,Tak Tiki Tak,17,,76,"7,587,351","109,508,977",8/28/2025,19,"rap, love, romatic",48642
1975,Drake,Gyalchester,17,,25,"14,823,651","109,393,222",3/18/2017,67,"rap, love, romatic",393671
1976,Lasso,Ojos Marrones,14,,71,"9,107,285","109,338,564",6/3/2022,67,pop rock,75880
1977,Harry Styles,Daylight,9,1,10,"30,158,062","109,292,793",4/14/2023,71,"2020s, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",663027
1978,Blanco Brown,The Git Up,18,,64,"7,922,819","109,244,732",10/10/2019,68,"country, country pop, country rap, hip hop, progressive country",119791
1979,Taylor Swift,exile,10,2,4,"30,941,803","109,139,485",7/24/2020,81,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",70325
1980,5 Seconds of Summer,Easier,13,,23,"13,581,944","109,119,377",6/9/2025,55,"2010s, pop, pop punk, pop rock, power pop, teen pop",387645
1981,Chris Brown,Questions,17,,56,"7,682,316","108,971,155",10/31/2017,65,"2000s, 2010s, contemporary r&b, dance, electro house, electropop, hip hop, pop, r&b, trap",120369
1982,LISA,LALISA,10,,18,"18,455,241","108,900,615",9/10/2021,65,"2020s, 3rd gen k-pop, dance-pop, electropop, hip hop, k-pop, pop, pop rap, t-pop, thai",454211
1983,Alan Walker,"Alone, Pt. II",18,,80,"7,524,185","108,858,748",12/27/2019,69,"2010s, 2020s, dance, edm, electro house, electronic, electropop, future bass, pop, progressive house, tropical house",235061
1984,J Balvin,Bobo,31,,72,"4,385,391","108,699,305",10/13/2024,18,"hip hop, latin, latin pop, pop, reggaeton",75294
1985,Jason Derulo,Acapulco,17,,90,"7,159,146","108,449,508",11/20/2020,63,"2010s, contemporary r&b, dance, dance-pop, english, pop, r&b",168692
1986,24kGoldn,CITY OF ANGELS,14,,54,"9,681,551","107,979,127",5/17/2013,52,"2020s, cloud rap, english, hip hop, lo-fi hip hop, pop rap, rap, trap",346699
1987,Taylor Swift,The Smallest Man Who Ever Lived,6,,20,"39,919,938","107,941,691",4/19/2024,72,"2000s, 2010s, 2020s, alternative pop, artist of the decade, contemporary country, 
country, country pop, cultural icon, electropop, female vocals, icon, indie folk, late 2000s, millennial, 
nuno, pop, pop rock, re-recording, singer-songwriter, singer/songwriter, synth-pop, love",510261
1988,Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,11,,15,"18,378,455","107,774,744",5/16/1980,60,"70s, 80s, 90s, british, classic pop and rock, classical, composer, english, folk, grammy winner, male vocalists, pop, pop rock, pop soul, pop/rock, rock, rock & roll, rock and roll, singer-songwriter, singer/songwriter, soft rock, standards, synthpop, the beatles, uk, united kingdom, western classical music",73390
1989,Juice WRLD,Lean Wit Me,19,,84,"7,126,666","107,740,635",12/10/2018,76,"2020s, cloud rap, emo rap, hip hop, look again, rap, trap",596128
1990,Ella Henderson,Ghost,36,,23,"4,637,141","107,718,733",3/19/2021,83,"contemporary r&b, dance-pop, pop, pop rock, pop soul",359787
1991,Linkin Park,Faint,11,,76,"12,733,778","107,714,524",3/25/2003,82,"alt rock, alternative metal, alternative rock, metal, nu metal, rap metal, rap rock, rock",2124532
1992,Peso Pluma,BYE,10,,44,"14,630,120","107,524,582",8/12/2025,65,"corrido tumbado, regional mexicano",85506
1993,ZAYN,Still Got Time,17,,46,"9,993,322","107,373,959",3/23/2017,53,"pop, r&b",100776
1994,Natalie La Rose,Somebody,30,,30,"5,831,086","107,267,766",1/1/2011,81,contemporary r&b,249468
1995,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),17,,28,"9,428,231","107,164,431",9/30/2016,58,"rap, love, romatic",142262
1996,Dr. Dre,Still D.R.E.,14,,29,"12,255,788","107,148,517",11/16/1999,82,"alliteration, g-funk, gangsta rap, hardcore hip hop, hip hop, instrumental hip hop, pop rap, west coast hip hop",1618196
1997,Thalia,No Me Acuerdo,18,,66,"7,460,620","106,993,167",11/9/2018,64,"latin, latin pop",39710
1998,Olivia Rodrigo,"1 step forward, 3 steps back",10,,13,"24,592,939","106,906,942",5/21/2021,77,"2020s, folk pop, musical, pop, pop punk, pop rock, power pop, singer-songwriter",888142
1999,Ryan Castro,QUEMA,12,,118,"10,468,655","106,807,958",2/14/2020,39,"latin, reggaeton",134074
2000,ROSÉ,number one girl,9,,46,"17,738,964","106,692,196",12/6/2024,75,"2020s, 3rd gen k-pop, ballad, k-pop, korean ballad, pop",286285
2001,Lost Frequencies,Black Friday (pretty like the sun),10,,82,"12,159,771","106,527,340",7/19/2024,82,"dance, deep house, edm, english, house, pop",204417
2002,Eminem,Venom - Music From The Motion Picture,15,,34,"13,202,544","106,471,014",8/31/2018,70,"hip hop, pop rap, trap",424402
2003,Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit,12,,52,"11,003,367","106,426,241",8/12/2022,71,nuno,393424
2004,LE SSERAFIM,Smart,10,,82,"11,947,662","106,364,299",2/19/2024,68,"4th gen k-pop, girl group, k-pop",525111
2005,Pritam,"Kesariya (From ""Brahmastra"")",11,,33,"12,391,566","106,355,474",7/17/2022,71,filmi,41519
2006,Rachel Platten,Fight Song,37,,38,"5,371,926","106,317,603",1/1/2016,73,pop,404224
2007,BTS,Yet To Come,8,1,7,"31,936,642","106,047,503",6/10/2022,66,"2010s, 2020s, boy group, english, k-pop, pop",331578
2008,La Pantera,Cayó La Noche,14,,58,"8,856,103","106,044,885",1/14/2022,65,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",10500
2009,Oscar Maydon,Volver Al Futuro,9,,44,"16,679,633","106,031,128",5/30/2024,75,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",46375
2010,Sech,Sal y Perrea,14,,59,"9,719,971","105,896,548",9/30/2021,52,"latin, latin urban, reggaeton",43156
2011,Mabel,Mad Love,15,,54,"9,823,977","105,881,669",11/16/2022,56,"contemporary r&b, electropop, pop, r&b",164714
2012,Maisak,SE ME OLVIDA,9,,35,"17,431,906","105,844,675",8/23/2024,76,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",63863
2013,Blxst,Chosen,16,,85,"7,601,207","105,790,086",12/4/2020,70,"contemporary r&b, pop rap, west coast hip hop",720
2014,Chappell Roan,Casual,11,,123,"10,466,799","105,767,784",9/22/2023,82,"alternative pop, dance-pop, electropop, gay pop, indie pop, pop, pop rock, queer, sapphic, singer-songwriter, synth-pop",1173765
2015,Ashe,Moral of the Story,12,,42,"13,675,094","105,594,686",2/14/2019,72,"indie folk, pop",661437
2016,Kendrick Lamar,ELEMENT.,16,1,10,"21,832,141","105,356,912",4/14/2017,69,"2010s, 2020s, alternative hip hop, conscious hip hop, hardcore hip hop, hip hop, jazz rap, pop, pop rap, rap, trap, west coast hip hop",998590
2017,Charli xcx,Speed Drive (From Barbie The Album),10,,51,"14,856,558","105,340,285",6/29/2023,68,"2010s, 2020s, bubblegum bass, dance-pop, deconstructed club, electronic, electropop, europop, experimental hip hop, experimental pop, hyperpop, pc music, pop, synth-pop, uk",715669
2018,Wisin & Yandel,Aullando,18,,109,"6,475,650","105,327,096",12/14/2018,66,"latin, latin urban, reggaeton",45150
2019,Don Toliver,NEW DROP,10,,95,"11,417,363","105,310,256",6/14/2024,81,"alternative r&b, hip hop, trap",588166
2020,Alex Rose,Toda - Remix,20,,103,"6,027,173","105,208,507",2/10/2023,33,"country pop, folk pop, indie pop",41062
2021,David Guetta,Crazy What Love Can Do,17,,127,"6,873,602","105,187,399",4/8/2022,72,"dance, dance-pop, electro house, electronic, electropop, english, festival progressive house, future rave, house, tech house",192712
2022,Junior H,ROCKSTAR,11,,96,"10,877,790","105,064,049",6/27/2024,74,"corrido tumbado, regional mexicano",80241
2023,Drake,Sneakin’,22,,43,"8,062,614","104,875,536",10/24/2016,60,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",215540
2024,Lady Gaga,Sour Candy,11,1,5,"27,584,074","104,865,459",5/28/2020,62,"2000s, 2010s, 2020s, adult contemporary, americana, dance, dance-pop, electro house, electronic, electropop, film soundtrack, industrial pop, jazz, late 2000s, millennial, pop, pop rock, synth-pop, synthpop",23800
2025,David Guetta,Don't Leave Me Alone,15,,42,"10,332,824","104,744,850",5/7/2025,11,"dance, dance-pop, electro house, electronic, electropop, english, festival progressive house, future rave, house, tech house",2845
2026,R3HAB,All Around The World (La La La),15,,59,"9,125,803","104,395,994",7/26/2019,48,"dutch house, edm, electro house, house, progressive house",283517
2027,Feid,"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",16,,81,"7,980,618","104,092,101",6/26/2020,61,"latin, latin urban, reggaeton, trap latino",37555
2028,Sia,Santa's Coming for Us,13,,71,"14,846,874","104,086,611",11/1/2018,53,"alternative pop, art pop, australian, dance-pop, electropop, indie pop, pop",340707
2029,Ozuna,Tú Foto,20,,73,"6,466,640","103,781,272",8/25/2017,73,"latin, latin trap, latin urban, reggaeton, trap latino",99851
2030,DJ Snake,You Know You Like It,35,,22,"6,651,427","103,739,242",10/14/2014,74,"electronic, indie, trip-hop, uk garage",487529
2031,Playboi Carti,RATHER LIE,6,1,7,"35,008,345","103,613,638",3/14/2025,80,"cloud rap, english, hip hop, plugg, rage, rap, southern hip hop, trap",312932
2032,Playboi Carti,Sky,17,,113,"6,698,063","103,602,736",10/4/2012,84,"cloud rap, english, hip hop, plugg, rage, rap, southern hip hop, trap",1209440
2033,Sebastian Yatra,Runaway,15,,57,"9,284,418","103,506,300",3/11/2016,77,"latin, latin pop, latin urban, reggaeton",54880
2034,Anuel AA,Keii,13,,37,"12,471,842","103,435,785",2/7/2020,65,"latin, reggaeton, trap latino",43447
2035,Bad Bunny,Un Verano Sin Ti,11,,20,"22,085,111","103,418,152",5/6/2022,81,"hip hop, latin, latin trap, reggaeton, trap latino",233503
2036,Bad Bunny,Solo de Mi,14,,38,"10,172,678","103,367,656",12/23/2018,69,"hip hop, latin, latin trap, reggaeton, trap latino",153915
2037,Tiësto,Ritual,16,,72,"7,660,524","103,252,399",5/31/2019,60,"dance, dance and electronica, dance-pop, dutch, dutch trance, edm, electro house, electronic, english, house, progressive house, progressive trance, remixes, tech trance, trance, uplifting trance, vinyl",196392
2038,Burna Boy,Last Last,14,,92,"8,184,143","103,250,128",7/7/2022,68,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",228914
2039,Megan Thee Stallion,Thot Shit,12,,46,"10,676,414","103,136,459",6/11/2021,65,"english, hip hop, pop rap, rap, southern hip hop, trap",606376
2040,Billie Eilish,my strange addiction,13,,16,"18,477,082","103,077,145",3/29/2019,74,"2010s, 2020s, alt-pop, alternative pop, alternative r&b, art pop, bedroom pop, contemporary r&b, dark pop, electronic, electronica, electropop, gen z, indie pop, nepo baby, pity pop, pop, pop rock, pop soul, queer, singer-songwriter",900382
2041,Drake,Energy,49,,22,"5,202,432","103,068,835",7/13/2023,33,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",616377
2042,Jax Jones,Where Did You Go?,15,,103,"7,798,443","103,010,020",2/4/2022,70,"edm, house",16718
2043,The Kid LAROI,Thousand Miles,12,,18,"14,937,157","102,937,989",4/30/2002,79,"emo rap, english, hip hop, pop rap, rap",252340
2044,salem ilese,Mad at Disney,14,,46,"10,100,245","102,702,394",7/24/2020,51,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",240249
2045,Diplo,Be Right There,32,,58,"4,000,881","102,677,529",10/9/2015,50,"edm, electronic, electronica, festival trap, future bass, hip hop, hip-hop, moombahton, trap, trap edm, twerk",166640
2046,Veigh,Novo Balanço,12,,133,"9,377,605","102,605,420",5/19/2023,71,"hip hop, trap, underground hip hop",183010
2047,Travis Scott,Antidote,36,,52,"4,396,483","102,513,126",9/4/2015,71,"english, experimental hip hop, hip hop, pop rap, rap, southern hip hop, trap",744412
2048,Joey Montana,Picky,35,,73,"3,548,551","102,503,275",5/14/2019,43,"latin, latin pop, latin urban, reggaeton",80546
2049,Playboi Carti,EVIL J0RDAN,5,1,2,"43,887,601","102,413,695",3/14/2025,77,"cloud rap, english, hip hop, plugg, rage, rap, southern hip hop, trap",642153
2050,Shawn Mendes,It'll Be Okay,13,,55,"9,532,818","102,378,099",12/1/2021,72,"2010s, 2020s, english, folk pop, pop, pop rock, pop soul, teen pop",262765
2051,George Henrique & Rodrigo,Vai Lá Em Casa Hoje,15,,66,"8,768,734","102,286,371",10/22/2021,70,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",86785
2052,Omar Apollo,Evergreen,12,,54,"10,702,261","102,275,573",5/17/2017,82,"alternative r&b, bedroom pop, queer",42290
2053,Shae Gill,Pasoori,16,,109,"7,452,437","102,225,241",2/7/2022,59,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",55976
2054,Young Thug,Hot (Remix),15,,33,"11,338,485","102,205,835",12/20/2019,74,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",1070
2055,ZAYN,LIKE I WOULD,17,,25,"10,057,359","102,190,889",3/25/2016,59,"pop, r&b",310149
2056,Labrinth,Mount Everest,13,,36,"10,663,904","102,110,604",11/22/2019,77,"hip-hop, producer, singer, uk",685544
2057,Jess Glynne,Hold My Hand,33,,30,"6,004,857","102,065,841",2015,68,"club, contemporary r&b, dance-pop, house, house music, pop, r&b, soul, uk funky",335803
2058,Dimitri Vegas & Like Mike,Instagram,17,,81,"7,098,297","101,939,379",12/26/2017,64,"big room house, dutch house, electro house, electronic, future bass, future house, moombahton, progressive house, rave, trap",85891
2059,Kodak Black,Codeine Dreaming,18,,50,"8,413,714","101,903,182",11/24/2017,61,"alternative r&b, contemporary r&b, hardcore hip hop, hip hop, hip-hop, pop, pop rap, r&b, trap, trap rap",5373
