id,artist,title,total,releasedate,unique_listener,year,recency,log_total,log_total_norm,unique_norm,recency_norm,songscore,genre,track_id,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mode,duration_ms,unnamed: 24,explicit
60,David Guetta,I'm Good (Blue),1880998531,8/26/2022,749470,2022,0.9625,21.35506861,0.905439164,0.195817044,0.9625,70.39646954,edm,4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,0.304,128.04,0.00383,-3.673,0.0343,0,175238,,TRUE
61,Eminem,Without Me,1855557321,1/17/2020,2171005,2020,0.9375,21.34145093,0.904117603,0.567228207,0.9375,80.97272634,"rap, hip hop",7lQ8MOhq6IN2w8EYcFNSUk,0.908,0.669,0.662,112.238,0.00286,-2.827,0.0738,1,290320,,TRUE
62,"Tyler, The Creator",See You Again,1839524349,1/29/2016,219359,2016,0.8875,21.33277287,0.903275418,0.057312439,0.8875,64.63314409,rap,7KA4W4McWYRpgf0fWsJZWB,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
63,Coldplay,Viva La Vida,1834343931,6/6/2008,3351611,2008,0.7875,21.32995272,0.90300173,0.875690712,0.7875,87.17080787,"piano rock, dream pop, post-britpop, art pop, rock",1mea3bSkSGXuIRvnydlB5b,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
64,Mariah Carey,All I Want for Christmas Is You,1823145266,10/28/1994,2008404,1994,0.6125,21.32382902,0.902407439,0.524744676,0.6125,73.11271223,christmas,0bYg9bo50gSsH3LtXe2SQn,0.662,0.475,0.9225,119.947,0.4015,-5.487,0.03975,1,204280,,0
65,The Police,Every Breath You Take,1833826049,6/17/1983,2507228,1983,0.475,21.32967036,0.902974327,0.655074778,0.475,74.3009597,rock,1JSTJqkT5qHq8MDJnJbRE1,0.82,0.452,0.74,117.401,0.543,-9.796,0.0348,1,253920,,FALSE
66,FloyyMenor,Gata Only,1786874303,2/2/2024,512752,2024,0.9875,21.30373373,0.900457242,0.133968614,0.9875,68.7919205,reggaeton chileno,6XjDF6nds4DE2BBbagZol6,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
67,The Weeknd,Save Your Tears,661883213,3/20/2020,1705044,2020,0.9375,20.31059968,0.804076034,0.445484376,0.9375,72.31833296,"acoustic rock, folk rock, jazz fusion",5QO79kh1waicV47BqGRL3g,0.68,0.826,0.644,118.051,0.0212,-5.487,0.0309,1,215626,,TRUE
68,Chappell Roan,"Good Luck, Babe!",1759837057,4/5/2024,1890335,2024,0.9875,21.28848706,0.89897759,0.493896231,0.9875,79.51576641,"alternative pop, gay pop, pop rock, synth-pop, indie pop",0WbMK4wrZ1wFSty9F7FCgu,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
69,Lady Gaga,Shallow,1738805577,10/5/2018,859045,2018,0.9125,21.27646427,0.897810807,0.224446222,0.9125,69.87392701,"art pop, pop",2VxeLyX666F8uXCJ0dZF8B,0.572,0.385,0.323,95.799,0.371,-6.362,0.0308,1,215733,,FALSE
70,Bruno Mars,Locked out of Heaven,1721237885,12/7/2012,2224936,2012,0.8375,21.26630957,0.896825319,0.581319014,0.8375,79.03083637,"pop, r&b, rock, soul",3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,0.867,143.994,0.049,-4.165,0.0431,1,233478,,FALSE
71,Hozier,Too Sweet,1691896990,3/22/2024,1264663,2024,0.9875,21.24911622,0.895156746,0.330423952,0.9875,74.42055589,"chamber pop, alternative/indie rock, r&b, folk rock, pop rock",19XpFsce28aByvCC4g89tJ,0.566,0.664,0.437,119.947,0.634,-5.487,0.0464,1,204280,,0
72,The Walters,I Love You So,1689762209,11/28/2014,1579000,2014,0.8625,21.24785365,0.895034218,0.412552265,0.8625,74.37827883,"indie pop, indie rock",4SqWKzw0CbA05TGszDgMlc,0.575,0.648,0.466,75.977,0.583,-4.891,0.0358,1,160239,,FALSE
73,OneRepublic,I Ain't Worried,1663352530,5/13/2022,871639,2022,0.9625,21.232101,0.893505462,0.227736716,0.9625,70.75737455,soft pop,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0.825,139.994,0.0826,-5.927,0.0475,1,148485,,FALSE
74,Ruth B.,Dandelions,1653359488,5/5/2017,823651,2017,0.9,21.22607511,0.892920664,0.215198664,0.9,69.10199312,pop,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,0.454,116.959,0.0157,-2.958,0.0259,1,233720,,FALSE
75,Kendrick Lamar,Not Like Us,1660197735,5/4/2024,1791319,2024,0.9875,21.23020255,0.893321222,0.468025853,0.9875,78.45683667,"hip hop, west coast hip hop",6AI3ezQ4o3HUoP6Dhudph3,0.79275,0.665,0.43575,119.947,0.1891955,-5.487,0.128425,1,204280,,0
76,Ed Sheeran,Photograph,1654552631,6/21/2014,1145569,2014,0.8625,21.2267965,0.892990673,0.2993077,0.8625,70.87876465,soft pop,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,0.201,107.989,0.607,-10.48,0.0476,1,258986,,FALSE
77,Lil Nas X,INDUSTRY BABY,1632867564,7/23/2021,67463,2021,0.95,21.21360355,0.89171033,0.017625854,0.95,64.11429211,"pop rap, trap",5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,0.892,150.087,0.0221,-7.395,0.0672,0,212352,,TRUE
78,Cigarettes After Sex,Apocalypse,1636336811,6/9/2017,1877495,2017,0.9,21.21572593,0.891916302,0.490541463,0.9,77.31205897,dream pop,1oAwsWBovWRIp7qLMGPIet,0.509,0.79,0.625,119.947,0.218,-5.487,0.0293,1,204280,,0
79,Djo,End of Beginning,1635508733,9/16/2022,1569002,2022,0.9625,21.21521975,0.891867178,0.40994004,0.9625,76.14156008,pop,3qhlB30KknSejmIvZZLjOD,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
80,Olivia Rodrigo,good 4 u,1618703681,5/21/2021,1681778,2021,0.95,21.20489147,0.890864844,0.439405558,0.95,76.72540895,progressive rock,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,0.688,166.928,0.335,-5.044,0.154,1,178146,,TRUE
81,Adele,Easy On Me,1602558038,10/14/2021,1030395,2021,0.95,21.19486696,0.88989199,0.269215645,0.95,71.57106889,soft pop,46IZ0fSY2mpAiktS3KOqds,0.604,0.366,0.13,141.981,0.578,-7.519,0.0282,1,224694,,FALSE
82,Bad Bunny,Me Porto Bonito,1595512799,5/6/2022,622072,2022,0.9625,21.19046103,0.889464405,0.162531167,0.9625,68.59915526,"reggaeton, trap latino, urbano latino, latin",6Sq7ltF9Qa7SNFBsV5Cogx,0.911,0.712,0.425,92.005,0.0901,-5.105,0.0817,0,178567,,TRUE
83,Olivia Rodrigo,drivers license,1590283541,5/21/2021,1489957,2021,0.95,21.18717817,0.889145812,0.38928758,0.95,75.13591797,progressive rock,5wANPM4fQCJwkGd4rN57mH,0.561,0.431,0.137,143.875,0.768,-8.81,0.0578,1,242013,,TRUE
84,Ariana Grande,we can't be friends (wait for your love),1600899469,3/8/2024,1240598,2024,0.9875,21.19383148,0.889791499,0.324136376,0.9875,73.96366623,pop,51ZQ1vr10ffzbwIjDCwqm4,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
85,Dua Lipa,Levitating,1576155950,3/27/2020,1114066,2020,0.9375,21.17825478,0.888279819,0.291076763,0.9375,71.89629382,pop,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,0.915,102.977,0.00883,-3.787,0.0601,0,203064,,FALSE
86,Sabrina Carpenter,Please Please Please,1574814640,6/6/2024,1570014,2024,0.9875,21.17740341,0.888197196,0.41020445,0.9875,76.4659933,pop,2tHwzyyOLoWSFqYNjeVMzj,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
87,Kendrick Lamar,All The Stars,1565415428,2/9/2018,59759,2018,0.9125,21.17141708,0.887616237,0.015612994,0.9125,63.09920164,"hip hop, west coast hip hop",3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,0.552,96.924,0.0605,-4.946,0.0597,1,232186,,TRUE
88,Ariana Grande,7 rings,1547429518,2/8/2019,1545684,2019,0.925,21.15986102,0.88649475,0.403847636,0.925,74.94016657,pop,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,0.327,140.048,0.592,-10.732,0.334,0,178626,,TRUE
89,Wham!,Last Christmas,1531155898,11/29/1984,1784494,1984,0.4875,21.14928878,0.88546874,0.466242653,0.4875,68.01071657,christmas,2FRnf9qhLbvw8fu4IBXx78,0.735,0.478,0.947,107.682,0.189,-12.472,0.0293,1,262960,,FALSE
90,XXXTENTACION,SAD!,1531066913,3/16/2018,1070775,2018,0.9125,21.14923066,0.8854631,0.279765919,0.9125,70.91613255,emo rap,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,0.473,75.023,0.258,-4.88,0.145,1,166605,,TRUE
91,SZA,Snooze,1527001258,12/9/2022,1416540,2022,0.9625,21.14657169,0.885205053,0.370105573,0.9625,74.61341985,r&b,4iZ4pt7kvcaH6Yo8UoZ4s2,0.65825,0.54675,0.3925,119.947,0.256625,-5.487,0.10495,1,204280,,0
92,XXXTENTACION,Jocelyn Flores,1511632218,8/25/2017,1132039,2017,0.9,21.13645584,0.884223335,0.295772653,0.9,71.08434637,emo rap,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0.437,134.021,0.469,-9.144,0.242,0,119133,,TRUE
93,Bruno Mars,That's What I Like,1520422827,11/17/2016,1613246,2016,0.8875,21.14225431,0.884786062,0.421499879,0.8875,74.63429948,"pop, r&b, rock, soul",0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,0.86,134.066,0.013,-4.961,0.0406,1,206693,,FALSE
94,Taylor Swift,Anti-Hero,1501835240,10/21/2022,1295832,2022,0.9625,21.12995369,0.883592318,0.338567624,0.9625,73.5866446,"synth-pop, country, alternative pop, electropop, contemporary country",0V3wPSX9ygBnCm8psDIegu,0.76,0.703,0.57,119.947,0.103,-5.487,0.054,1,204280,,0
95,Billie Eilish,WILDFLOWER,1511638809,5/17/2024,1416131,2024,0.9875,21.1364602,0.884223759,0.369998712,0.9875,75.06114929,"pop, pity pop, contemporary r&b, electronica, pop soul",3QaPy1KgI7nu9FJEQUgn6h,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
96,Queen,Bohemian Rhapsody - Remastered 2011,1484719835,11/21/1975,1517501,1975,0.375,21.11849193,0.882479982,0.396484131,0.375,63.51852301,"classic rock, rock, glam rock",4u7EnebtmKWzUH433cf5Qv,0.414,0.404,0.224,71.105,0.271,-9.928,0.0499,0,354320,,FALSE
97,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",1466812232,7/6/2022,352493,2022,0.9625,21.10635733,0.881302349,0.092096988,0.9625,66.07802712,"argentine trap, trap latino, urbano latino",2tTmW7RDtMQtBk7m2rYeSw,0.621,0.782,0.55,128.033,0.0125,-5.548,0.044,1,198937,,FALSE
98,One Direction,Night Changes,1466877828,11/17/2014,1134227,2014,0.8625,21.10640205,0.881306689,0.296344322,0.8625,70.20566414,"pop, teen pop, pop rock, folk pop, dance-pop",5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,0.37,120.001,0.859,-7.747,0.0353,1,226600,,FALSE
99,Drake,God's Plan,1446481457,6/29/2018,1333180,2018,0.9125,21.09239986,0.879947811,0.348325712,0.9125,72.69716194,rap,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,0.357,77.169,0.0332,-9.211,0.109,1,198973,,TRUE
100,Bruno Mars,When I Was Your Man,1456131790,12/7/2012,1709025,2012,0.8375,21.0990493,0.880593123,0.446524511,0.8375,74.17539144,"pop, r&b, rock, soul",0nJW01T7XtvILxQgC5J7Wh,0.6596,0.661,0.58968,119.947,0.15368,-5.487,0.03806,1,204280,,0
101,Macklemore & Ryan Lewis,Can't Hold Us,339327547,10/9/2012,59717,2012,0.8375,19.64247642,0.73923632,0.01560202,0.8375,54.17987659,pop rap,3bidbhpOYeV4knp8AIu8Xn,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
102,Shaboozey,A Bar Song (Tipsy),1440720347,4/12/2024,577149,2024,0.9875,21.08840907,0.879560514,0.150793922,0.9875,68.25184339,"country, country pop",2FQrifJ1N335Ljm3TjTVVf,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
103,Justin Bieber,Ghost,1439847387,3/19/2021,753255,2021,0.95,21.08780296,0.879501694,0.196805969,0.95,68.87926374,"dance-pop, pop, pop rap, r&b, teen pop",6I3mqTwhRpn34SLVafSH7G,0.601,0.741,0.441,153.96,0.185,-5.569,0.0478,1,153190,,FALSE
104,Lil Nas X,MONTERO (Call Me By Your Name),1435081319,9/17/2021,1244391,2021,0.95,21.08448735,0.879179922,0.325127391,0.95,72.71281782,"pop rap, trap",1SC5rEoYDGUK4NfG82494W,0.593,0.503,0.71,178.781,0.293,-6.725,0.22,0,137704,,TRUE
105,Bruno Mars,Just the Way You Are,1437071068,5/11/2010,2018360,2010,0.8125,21.0858729,0.879314386,0.527345927,0.8125,76.03609708,"pop, r&b, rock, soul",7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,0.424,109.021,0.0134,-5.379,0.0422,1,220734,,FALSE
106,KAROL G,Si Antes Te Hubiera Conocido,1433408220,6/21/2024,426833,2024,0.9875,21.08332082,0.879066712,0.111520151,0.9875,67.04894015,"reggaeton, latin, urbano latino",6WatFBLVB0x077xWeoVc2k,0.752833333,0.739,0.615916667,119.947,0.231666667,-5.487,0.22315,1,204280,,0
107,Travis Scott,SICKO MODE,1423300401,8/3/2018,1406838,2018,0.9125,21.07624424,0.878379948,0.367570686,0.9125,73.19611797,rap,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,0.446,155.008,0.00513,-3.714,0.222,1,312820,,TRUE
108,Mitski,My Love Mine All Mine,1396357979,9/15/2023,1857845,2023,0.975,21.05713324,0.876525273,0.485407415,0.975,77.88848608,"rock, pop, alternative rock, indie, folk rock",3vkCueOmm7xQDoJ17W1Pm3,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
109,SAINt JHN,Roses - Imanbek Remix,1393342289,8/25/2020,577964,2020,0.9375,21.05497122,0.876315454,0.151006861,0.9375,67.09597855,rap,1SV1fxF65n9NhRHp3KlBuu,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
110,BTS,Dynamite,1387320531,8/28/2020,959398,2020,0.9375,21.05064005,0.875895124,0.250665924,0.9375,70.06473394,k-pop,5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,0.737,114.044,0.0112,-4.41,0.0993,0,199053,,FALSE
111,The Goo Goo Dolls,Iris,1400327091,9/15/2025,1088721,2025,1,21.05997168,0.876800736,0.284454755,1,72.37367947,"alternative rock, punk rock, power pop, pop rock, soft rock",6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,0.497,155.925,0.00125,-8.072,0.0362,0,289533,,FALSE
112,Maroon 5,Memories,1378872769,6/11/2021,649075,2021,0.95,21.04453217,0.87530237,0.169586368,0.95,67.85270953,pop,4cktbXiXOapiLBMprHFErI,0.775,0.327,0.595,91.05,0.841,-7.241,0.0557,1,189486,,FALSE
113,J. Cole,No Role Modelz,1369389336,12/9/2014,1513054,2014,0.8625,21.03763074,0.874632603,0.395322242,0.8625,72.8412974,rap,68Dni7IE4VyPkTOH9mRWHr,0.69,0.521,0.494,100.028,0.324,-8.492,0.339,0,292799,,TRUE
114,24kGoldn,Mood,1364348925,3/26/2021,13084,2021,0.95,21.03394317,0.874274734,0.003417996,0.95,62.81627657,"cloud rap, pop rap, rap, trap",4jPy3l0RUwlUI9T5XHBW2m,0.701,0.716,0.732,91.007,0.174,-3.671,0.0361,0,140533,,TRUE
115,Keane,Somewhere Only We Know,1373507239,5/10/2004,2328465,2004,0.7375,21.04063333,0.874923997,0.608368525,0.7375,76.74725562,"rock and indie, pop rock, indie pop, alternative rock, alternative pop",1SKPmfSYaPsETbRHaiA18G,0.448,0.665,0.304,172.004,0.06,-4.203,0.026,1,237146,,FALSE
116,Ed Sheeran,Bad Habits,1345540456,10/25/2021,701259,2021,0.95,21.0200616,0.872927561,0.183220728,0.95,68.1429999,soft pop,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,0.537,126.011,0.0451,-3.745,0.0347,0,230746,,FALSE
117,French Montana,Unforgettable,1349704254,7/14/2017,1060103,2017,0.9,21.02315134,0.873227413,0.276977595,0.9,69.97069847,"country, acoustic country, pop country",3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,0.733,97.985,0.0293,-5.043,0.123,1,233901,,TRUE
118,Bad Bunny,DÁKITI,1340268006,10/30/2020,507432,2020,0.9375,21.01613544,0.872546537,0.132578633,0.9375,66.35468582,"reggaeton, trap latino, urbano latino, latin",47EiUVwUp4C9fGccaPuUCS,0.731,0.573,0.145,109.928,0.401,-10.059,0.0544,0,205090,,TRUE
119,Sam Smith,Unholy,1326886078,9/22/2022,25758,2022,0.9625,21.00610074,0.871572694,0.006729392,0.9625,63.03051647,soft pop,3nqQXoyQOWXiESFLlDF1hG,0.714,0.472,0.238,131.121,0.013,-7.375,0.0864,1,156943,,FALSE
120,Gracie Abrams,That’s So True,1334044602,10/18/2024,883614,2024,0.9875,21.01148122,0.872094857,0.23086548,0.9875,70.28070724,"bedroom pop, folk pop, pop",7ne4VBA60CxGM75vw0EYad,0.445,0.455,0.151,119.947,0.731,-5.487,0.0575,1,204280,,0
121,Doja Cat,Kiss Me More,1319804269,6/25/2021,16670,2021,0.95,21.00074928,0.871053349,0.004354927,0.95,62.68331524,"power pop, pop rap, rock, trap, alternative rock",3DarAbFujv6eYNliUTyqtz,0.764,0.705,0.781,110.97,0.259,-3.463,0.0284,1,208666,,TRUE
122,Marshmello,Happier,1314561043,5/21/2021,787133,2021,0.95,20.99676864,0.870667037,0.205657434,0.95,68.70307487,edm,7BqHUALzNBTanL6OvsqmC1,0.649098039,0.785196078,0.493352941,119.947,0.128116863,-5.487,0.055996078,1,204280,,0
123,Gigi Perez,Sailor Song,1322577436,7/26/2024,1068034,2024,0.9875,21.00284827,0.871257051,0.279049765,0.9875,71.68434547,"indie folk, indie pop",2262bWmqomIaJXwCRHr13j,0.445,0.537,0.131,119.947,0.695,-5.487,0.04,1,204280,,0
124,Camila Cabello,Havana,1305095150,1/12/2018,290198,2018,0.9125,20.98954179,0.869965689,0.075820879,0.9125,64.02291083,"electropop, r&b, dance-pop, pop, hyperpop",1rfofaqEpACxVEHIZBJe6W,0.765,0.523,0.394,104.988,0.184,-4.333,0.03,1,217306,,FALSE
125,Lana Del Rey,Summertime Sadness,1313138859,1/1/2012,2300747,2012,0.8375,20.99568618,0.870561987,0.601126512,0.8375,78.31189474,"hawaiian glam metal, dream pop, alternative pop, chamber pop, electronic",3BJe4B8zGnqEdQPMvfVjuS,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
126,Rema,Calm Down,1295568954,8/25/2022,228936,2022,0.9625,20.98221578,0.869254718,0.059814667,0.9625,64.50717593,"afrobeats, afrobeat, afropop, afropiano",0WtM2NBVQNNJLh6scP13H8,0.801,0.806,0.802,106.999,0.382,-5.206,0.0381,1,239317,,FALSE
127,Conan Gray,Heather,1289793389,3/20/2020,1389802,2020,0.9375,20.97774788,0.868821119,0.36311961,0.9375,73.08464426,"alternative pop, indie pop, pop, pop rock, synth-pop",4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,0.27,102.078,0.584,-7.301,0.0333,1,198040,,FALSE
128,The Killers,Mr. Brightside,1296157916,1/1/2013,3416984,2019,0.925,20.98267028,0.869298826,0.892771025,0.925,48.9840373,alternative rock,003vvx7Niy0yvhvHt4a68B,0.352,0.911,0.236,148.033,0.00121,-5.23,0.0747,1,222973,,FALSE
129,John Legend,All of Me,1278923495,8/30/2013,1216734,2013,0.85,20.96928454,0.867999773,0.317901316,0.85,69.93702814,"soft pop, neo soul",3U4isOIWM3VvDubwSI3y7a,0.422,0.264,0.331,119.93,0.922,-7.064,0.0322,1,269560,,FALSE
130,Feid,LUNA,1275818674,4/18/2025,267169,2025,1,20.96685391,0.867763886,0.069803984,1,65.48231382,"reggaeton, urbano latino",7bywjHOc0wSjGGbj04XbVi,0.767571429,0.683428571,0.622142857,119.947,0.073257143,-5.487,0.117171429,1,204280,,0
131,Ed Sheeran,Thinking out Loud,1256739061,6/21/2014,1161847,2014,0.8625,20.95178616,0.866301598,0.30356073,0.8625,69.67190182,soft pop,34gCuhDGsG4bRPIf9bb02f,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
132,Bad Bunny,Tití Me Preguntó,1251442060,5/6/2022,665065,2022,0.9625,20.94756237,0.86589169,0.173764151,0.9625,67.75750904,"reggaeton, trap latino, urbano latino, latin",1IHWl5LamUGEuP4ozKQSXZ,0.65,0.715,0.187,106.672,0.0993,-5.198,0.253,0,243716,,FALSE
133,Roddy Ricch,The Box,1251184105,12/6/2019,1066049,2019,0.925,20.94735622,0.865871684,0.278531134,0.925,70.14951824,melodic rap,0nbXyq5TXYPCO7pr3N8S4I,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
134,Arctic Monkeys,Do I Wanna Know?,1250364942,9/9/2013,2682285,2013,0.85,20.9467013,0.865808125,0.700812747,0.85,81.31478869,"indie, garage rock",5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,0.405,85.03,0.186,-7.596,0.0323,1,272394,,FALSE
135,Ed Sheeran,Shivers,1240024967,10/25/2021,629312,2021,0.95,20.93839735,0.865002248,0.164422796,0.95,67.18279626,soft pop,50nfwKoDiSYg8zOCREWAm5,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
136,Metro Boomin,Creepin',1239540881,12/2/2022,34477,2022,0.9625,20.93800689,0.864964354,0.009007446,0.9625,62.7684411,trap,2dHHgzDwk4BJdRwy9uXhTO,0.7479,0.6916,0.4296,119.947,0.092467,-5.487,0.12666,1,204280,,0
137,Ed Sheeran,I Don't Care,1236890080,7/8/2009,86855,2009,0.8,20.93586607,0.864756593,0.022692493,0.8,59.91860444,soft pop,6hvRoJ0BTZywxu8UCPBkzx,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
138,Post Malone,I Had Some Help (Feat. Morgan Wallen),1233033416,5/10/2024,604966,2024,0.9875,20.93274316,0.864453523,0.158061801,0.9875,67.71453017,"trap, pop rap, cloud rap, r&b, country",7221xIgOnuakPdLqT0F3nP,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
139,Imagine Dragons,Demons,1232145944,9/4/2012,1639963,2012,0.8375,20.93202316,0.864383648,0.428480356,0.8375,72.82359306,"alternative pop, indie pop, indietronica, pop rock, rock",5qaEfEh1AtSdrdrByCP7qR,0.505,0.71,0.428,89.938,0.19,-3.015,0.0321,1,177506,,FALSE
140,Post Malone,Better Now,1232129792,4/27/2018,993577,2018,0.9125,20.93201005,0.864382376,0.259596033,0.9125,69.25699976,"contemporary r&b, alternative r&b, pop rap, cloud rap, r&b",7dt6x5M1jzdTEt8oCbisTK,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
141,Calvin Harris,One Kiss,1225387792,4/6/2018,59882,2018,0.9125,20.9265232,0.86384989,0.01564513,0.9125,61.91184842,edm,7ef4DlsgrMEH11cDZd32M6,0.791,0.862,0.592,123.994,0.037,-3.24,0.11,0,214846,,FALSE
142,d4vd,Romantic Homicide,1236162909,7/20/2022,1405344,2022,0.9625,20.93527799,0.864699521,0.367180341,0.9625,73.50038632,"alternative r&b, contemporary r&b, indie pop",1xK59OXxi2TAAAbmZK0kBL,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
143,DaBaby,ROCKSTAR,1215705911,6/27/2024,16200,2024,0.9875,20.91859074,0.863080065,0.004232128,0.9875,63.0309671,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",7ytR5pFWmSjzHJIeQkgog4,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
144,Justin Bieber,Peaches,1213245560,3/19/2021,24231,2021,0.95,20.91656489,0.862883461,0.006330425,0.95,62.3340858,"dance-pop, pop, pop rap, r&b, teen pop",4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0.464,90.03,0.321,-6.181,0.119,1,198081,,TRUE
145,Travis Scott,FE!N,1206111064,7/28/2023,312382,2023,0.975,20.91066702,0.862311088,0.081616998,0.975,65.06406433,rap,42VsgItocQwOQC3XWZ8JNA,0.689243243,0.604918919,0.395375676,119.947,0.194779649,-5.487,0.103137838,1,204280,,0
146,Sabrina Carpenter,Taste,1201951718,5/16/2018,1384141,2018,0.9125,20.90721251,0.861975835,0.361640534,0.9125,72.19800777,pop,5G2f63n7IPVPPjfNIGih7Q,0.661145833,0.641541667,0.483291667,119.947,0.196785937,-5.487,0.09895625,1,204280,,0
147,Imagine Dragons,Thunder,1201237576,6/23/2017,967273,2017,0.9,20.90661818,0.861918157,0.252723462,0.9,68.67761173,"electropop, alternative rock, pop rock, pop, alternative pop",1zB4vmk8tFRmM9UULNzbLB,0.605,0.822,0.288,167.997,0.00671,-4.833,0.0438,1,187146,,FALSE
148,David Kushner,Daylight,1196244710,4/14/2023,732538,2023,0.975,20.90245308,0.861513945,0.19139314,0.975,68.31749145,"pop, rock, soft rock, soul, synth-pop",5OGZ2Mx4Cs6RCndDRycGBJ,0.534,0.7735,0.6095,119.947,0.232,-5.487,0.0511,1,204280,,0
149,The Weeknd,The Hills,1192229116,8/28/2015,1949080,2015,0.875,20.8990906,0.861187624,0.509244814,0.875,75.83672564,"acoustic rock, folk rock, jazz fusion",7fBv7CLKzipRk6EC6TWHOB,0.585,0.564,0.137,113.003,0.0671,-7.063,0.0515,0,242253,,TRUE
150,Halsey,Without Me,1192139465,1/17/2020,1040145,2020,0.9375,20.8990154,0.861180326,0.271763074,0.9375,69.96190854,"synth-pop, pop, contemporary r&b, alternative pop, indie pop",6FZDfxM3a3UCqtzo5pxSLZ,0.752,0.488,0.533,136.041,0.297,-7.05,0.0705,1,201660,,TRUE
151,Bad Bunny,Ojitos Lindos,1182016397,5/6/2022,448436,2022,0.9625,20.89048763,0.860352727,0.117164469,0.9625,65.78257044,"reggaeton, trap latino, urbano latino, latin",3k3NWokhRRkEPhCzPmV8TW,0.647,0.686,0.268,79.928,0.08,-5.745,0.0413,0,258298,,FALSE
152,Lewis Capaldi,Before You Go,1171062417,11/22/2019,681319,2019,0.925,20.88117722,0.859449175,0.17801091,0.925,66.81278608,soft pop,2gMXnyrvIjhVBUZwvLZDMP,0.586545455,0.574295455,0.424477273,119.947,0.361732205,-5.487,0.053540909,1,204280,,0
153,Artemas,i like the way you kiss me,1165824835,3/19/2024,1094214,2024,0.9875,20.87669469,0.859014156,0.285889937,0.9875,71.27740593,"alternative pop, pop, pop rock, synth-pop",2GxrNKugF82CnoRFbQfzPf,0.689243243,0.68183871,0.483291667,119.947,0.1891955,-5.487,0.09895625,1,204280,,0
